"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","GE201...O.Órgão..prestador..é.também.o.prestador...direto.ou.indireto...dos.serviços.de.abastecimento.de.água.e.esgotamento.sanitário.no.município...Antigo.campo.GE056.","GE202...Há.empresa.com.contrato.de.DELEGAÇÃO..concessão.ou.contrato.de.programa..para.algum.ou.todos.os.serviços.de.limpeza.urbana.do.município...Antigo.campo.GE055.","POP_TOT...População.total.do.município..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município..Fonte..IBGE...Habitantes."
"260430","Cedro","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","9666","5077"
"260430","Cedro","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","10784","6079"
"260430","Cedro","PE","2013","[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos","Não","Não","11323","6609"
"260430","Cedro","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Água; Res Sólidos","Esgotamento Sanitário","Não","10873","6346"
"260430","Cedro","PE","2014","[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos","Não","Não","11421","6666"
"260430","Cedro","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","8186","4123"
"260430","Cedro","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","9615","5051"
"260430","Cedro","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","9893","5197"
"260430","Cedro","PE","2015","[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos","Esgotamento Sanitário","Não","11515","6721"
"260430","Cedro","PE","1995","","","","","9648","4860"
"260430","Cedro","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","9551","5017"
"260430","Cedro","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","9955","5229"
"260430","Cedro","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","8089","4074"
"260430","Cedro","PE","1997","","","","","8282","4172"
"260430","Cedro","PE","1996","","","","","8396","4229"
"260430","Cedro","PE","2012","[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos","Não","Não","10964","6400"
"260450","Chã Grande","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17563","11803"
"260450","Chã Grande","PE","2012","[26045011] Prefeitura Municipal de Chã Grande - PMCG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água","","","20399","13870"
"260450","Chã Grande","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20270","13782"
"260450","Chã Grande","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos","Não","Não","21274","14465"
"260450","Chã Grande","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20556","13106"
"260450","Chã Grande","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20229","12898"
"260450","Chã Grande","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","18760","11961"
"260450","Chã Grande","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","19019","12126"
"260450","Chã Grande","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15995","8048"
"260450","Chã Grande","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","19899","12687"
"260450","Chã Grande","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","21006","14283"
"260450","Chã Grande","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","18407","11736"
"260450","Chã Grande","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17984","12086"
"260450","Chã Grande","PE","1995","","","","","15718","7908"
"260450","Chã Grande","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","19303","12307"
"260450","Chã Grande","PE","1996","","","","","15793","7946"
"260450","Chã Grande","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","16088","8094"
"260450","Chã Grande","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos","Não","Sim","21142","14375"
"260450","Chã Grande","PE","1997","","","","","15903","8001"
"260450","Chã Grande","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17924","12046"
"260450","Chã Grande","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20137","13692"
"260470","Correntes","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17218","8934"
"260470","Correntes","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17491","10372"
"260470","Correntes","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","16686","9106"
"260470","Correntes","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17655","9161"
"260470","Correntes","PE","1995","","","","","15735","7964"
"260470","Correntes","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17830","10573"
"260470","Correntes","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17044","8844"
"260470","Correntes","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","18338","9282"
"260470","Correntes","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","16330","8912"
"260470","Correntes","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17147","8897"
"260470","Correntes","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17468","9064"
"260470","Correntes","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17374","10302"
"260470","Correntes","PE","1996","","","","","17505","8860"
"260470","Correntes","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17298","8976"
"260470","Correntes","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","16733","9132"
"260470","Correntes","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17419","10329"
"260470","Correntes","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17561","9112"
"260470","Correntes","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26047040] Prefeitura Municipal de Correntes - PMC","Água; Res Sólidos","Não","Não","17901","10615"
"260470","Correntes","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17968","10655"
"260470","Correntes","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","18719","9474"
"260470","Correntes","PE","1997","","","","","17957","9089"
"260490","Cumaru","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17470","8173"
"260490","Cumaru","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17183","8039"
"260490","Cumaru","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","13132","6144"
"260490","Cumaru","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","13812","5321"
"260490","Cumaru","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30411","7521"
"260490","Cumaru","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32355","8001"
"260490","Cumaru","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","17329","8107"
"260490","Cumaru","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","16388","6313"
"260490","Cumaru","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26049040] Prefeitura Municipal de Cumaru - PMC","Água; Res Sólidos","Não","Não","13960","6531"
"260490","Cumaru","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","28442","7034"
"260490","Cumaru","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","29485","7292"
"260490","Cumaru","PE","1996","","","","","21959","6100"
"260490","Cumaru","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14815","6931"
"260490","Cumaru","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","27489","6798"
"260490","Cumaru","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22916","6366"
"260490","Cumaru","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23354","6488"
"260490","Cumaru","PE","1995","","","","","17468","4852"
"260490","Cumaru","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15099","5816"
"260490","Cumaru","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","34499","8532"
"260490","Cumaru","PE","1997","","","","","22478","6244"
"260490","Cumaru","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","33431","8267"
"260500","Cupira","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22764","19297"
"260500","Cupira","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23287","17158"
"260500","Cupira","PE","1997","","","","","22986","16936"
"260500","Cupira","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22492","18173"
"260500","Cupira","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23769","21124"
"260500","Cupira","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23695","21058"
"260500","Cupira","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22457","18145"
"260500","Cupira","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23136","17046"
"260500","Cupira","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26050040] Prefeitura Municipal de Cupira - PMC","Água; Res Sólidos","Esgotamento Sanitário","Não","22783","19313"
"260500","Cupira","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23841","21188"
"260500","Cupira","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22644","18296"
"260500","Cupira","PE","1995","","","","","23511","17323"
"260500","Cupira","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22604","18264"
"260500","Cupira","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22416","18112"
"260500","Cupira","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22383","18085"
"260500","Cupira","PE","1996","","","","","22807","16804"
"260500","Cupira","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23468","20856"
"260500","Cupira","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23390","20787"
"260500","Cupira","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23114","20542"
"260500","Cupira","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22564","18231"
"260500","Cupira","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22106","18739"
"260510","Custódia","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32157","19005"
"260510","Custódia","PE","1997","","","","","27494","14695"
"260510","Custódia","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","27141","14506"
"260510","Custódia","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","35574","22819"
"260510","Custódia","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","34154","21908"
"260510","Custódia","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30314","16837"
"260510","Custódia","PE","1995","","","","","29265","15642"
"260510","Custódia","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30797","17105"
"260510","Custódia","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","33874","20020"
"260510","Custódia","PE","1996","","","","","27911","14918"
"260510","Custódia","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","33537","19821"
"260510","Custódia","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","26789","14318"
"260510","Custódia","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30060","16696"
"260510","Custódia","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30544","16964"
"260510","Custódia","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30671","17035"
"260510","Custódia","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos","Não","Não","36184","23210"
"260510","Custódia","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","33855","21716"
"260510","Custódia","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","29969","16645"
"260510","Custódia","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30205","16776"
"260510","Custódia","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos","Não","Não","35884","23017"
"260510","Custódia","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","34442","22093"
"260515","Dormentes","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15476","4118"
"260515","Dormentes","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos","Não","Não","17296","6139"
"260515","Dormentes","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","17110","6072"
"260515","Dormentes","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos","Não","Não","18126","6433"
"260515","Dormentes","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15150","4032"
"260515","Dormentes","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14855","3953"
"260515","Dormentes","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15314","4075"
"260515","Dormentes","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15595","4919"
"260515","Dormentes","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14714","3916"
"260515","Dormentes","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos","Não","Não","18321","6502"
"260515","Dormentes","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água; Res Sólidos","Não","Não","16917","6004"
"260515","Dormentes","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","13499","2864"
"260515","Dormentes","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","16462","5192"
"260515","Dormentes","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14599","3885"
"260515","Dormentes","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos","Não","Não","17925","6362"
"260515","Dormentes","PE","1996","","","","","13252","2812"
"260515","Dormentes","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","13422","2848"
"260515","Dormentes","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","16284","5136"
"260515","Dormentes","PE","1997","","","","","13344","2832"
"260515","Dormentes","PE","1995","","","","","14664","3112"
"260515","Dormentes","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14411","3835"
"260530","Exu","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","31576","16272"
"260530","Exu","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32779","11645"
"260530","Exu","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30865","11732"
"260530","Exu","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32670","11607"
"260530","Exu","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","31086","13304"
"260530","Exu","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","31636","16303"
"260530","Exu","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30762","11693"
"260530","Exu","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32423","11519"
"260530","Exu","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32725","11626"
"260530","Exu","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","31236","13368"
"260530","Exu","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32571","11572"
"260530","Exu","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","31928","16453"
"260530","Exu","PE","1996","","","","","31091","11818"
"260530","Exu","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","30567","13082"
"260530","Exu","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26053040] Prefeitura Municipal de Exu - PME","Água; Res Sólidos","Não","Não","32001","16491"
"260530","Exu","PE","1997","","","","","30968","11771"
"260530","Exu","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32524","11555"
"260530","Exu","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","31518","16242"
"260530","Exu","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32076","16530"
"260530","Exu","PE","1995","","","","","31453","11956"
"260530","Exu","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","32474","11537"
"260560","Flores","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22162","9361"
"260560","Flores","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22599","9546"
"260560","Flores","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20684","8085"
"260560","Flores","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22846","9687"
"260560","Flores","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20093","7854"
"260560","Flores","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20615","8058"
"260560","Flores","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20205","7897"
"260560","Flores","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23034","9767"
"260560","Flores","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22588","9541"
"260560","Flores","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22166","9363"
"260560","Flores","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","21962","9312"
"260560","Flores","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20317","7941"
"260560","Flores","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20567","5626"
"260560","Flores","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20519","8020"
"260560","Flores","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22610","9550"
"260560","Flores","PE","1997","","","","","20834","5699"
"260560","Flores","PE","1996","","","","","21150","5785"
"260560","Flores","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20300","5553"
"260560","Flores","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","22169","9364"
"260560","Flores","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","20823","8139"
"260560","Flores","PE","1995","","","","","21477","5874"
"260570","Floresta","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","25162","15819"
"260570","Floresta","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","25480","16019"
"260570","Floresta","PE","2012","[26057011] Prefeitura Municipal de Floresta - PMF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Esgoto; Água; Res Sólidos","Não","Não","29973","20442"
"260570","Floresta","PE","1996","","","","","22551","13275"
"260570","Floresta","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","25829","16239"
"260570","Floresta","PE","2011","[26057011] Prefeitura Municipal de Floresta - PMF; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água","","","29635","20212"
"260570","Floresta","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","24729","15547"
"260570","Floresta","PE","1995","","","","","21208","12484"
"260570","Floresta","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","27809","18037"
"260570","Floresta","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23534","13854"
"260570","Floresta","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","27368","17206"
"260570","Floresta","PE","1997","","","","","23084","13589"
"260570","Floresta","PE","2010","[26057011] Prefeitura Municipal de Floresta - PMF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Esgoto; Água; Res Sólidos","Não","Não","29285","19973"
"260570","Floresta","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos","Não","Não","31809","21694"
"260570","Floresta","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","26561","16699"
"260570","Floresta","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] SECRETARIA DE OBRAS - PMF","Água; Res Sólidos","Não","Não","31454","21452"
"260570","Floresta","PE","2013","[26057011] Prefeitura Municipal de Floresta - PMF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Esgoto; Água; Res Sólidos","Não","Não","31088","21203"
"260570","Floresta","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","26966","16953"
"260570","Floresta","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] SECRETARIA DE OBRAS - PMF","Água; Res Sólidos","Esgotamento Sanitário","Não","28100","18226"
"260570","Floresta","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","26648","17284"
"260570","Floresta","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","23984","14119"
"260580","Frei Miguelinho","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14855","3051"
"260580","Frei Miguelinho","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12149","2213"
"260580","Frei Miguelinho","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14692","3017"
"260580","Frei Miguelinho","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12403","2259"
"260580","Frei Miguelinho","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12385","2182"
"260580","Frei Miguelinho","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12164","2143"
"260580","Frei Miguelinho","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14394","3413"
"260580","Frei Miguelinho","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14293","3389"
"260580","Frei Miguelinho","PE","1997","","","","","12605","2221"
"260580","Frei Miguelinho","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12978","2364"
"260580","Frei Miguelinho","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12742","2321"
"260580","Frei Miguelinho","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15137","3589"
"260580","Frei Miguelinho","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14067","2889"
"260580","Frei Miguelinho","PE","1996","","","","","12867","2267"
"260580","Frei Miguelinho","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14932","3541"
"260580","Frei Miguelinho","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12276","2236"
"260580","Frei Miguelinho","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12633","2301"
"260580","Frei Miguelinho","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","14492","3436"
"260580","Frei Miguelinho","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","15036","3565"
"260580","Frei Miguelinho","PE","1995","","","","","14298","2519"
"260580","Frei Miguelinho","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","","","12846","2340"
"260600","Garanhuns","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26060040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","Não","Não","130154","114680"
"260600","Garanhuns","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","125141","109928"
"260600","Garanhuns","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","131313","115701"
"260600","Garanhuns","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","129408","115356"
"260600","Garanhuns","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","131169","116926"
"260600","Garanhuns","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","135138","120464"
"260600","Garanhuns","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","136949","122078"
"260600","Garanhuns","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","113184","99159"
"260600","Garanhuns","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","","","130303","116154"
