"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN201...A.Prefeitura.cobra.pelos.serviços.de.coleta.regular..transporte.e.destinação.final.de.RSU..Antigo.campo.GE012...Sim.Não.","FN202...Forma.adotada..Antigo.campo.GE013.","FN203...Descrição.da.outra.forma.adotada..Antigo.campo.DESC_OUT_FORM_COBR.","FN204...Unidade.adotada.para.a.cobrança..no.caso.de.tarifa.","FN205...A.prefeitura.cobra.pela.prestação.de.serviços.especiais.ou.eventuais.de.manejo.de.RSU...Antigo.campo.GE014...Sim.Não.","FN206...Despesas.dos.agentes.públicos.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO132...R..ano.","FN207...Despesa.com.agentes.privados.para.execução.do.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO011...R..ano.","FN208...Despesa.total.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO009...R..ano.","FN209...Despesa.com.agentes.públicos.com.a.coleta.de.RSS..Antigo.campo.RS032...R..ano.","FN210...Despesa.com.empresas.contratadas.para.coleta.de.RSS..Antigo.campo.RS033...R..ano.","FN211...Despesa.total.com.a.coleta.de.RSS..Antigo.campo.RS035...R..ano.","FN212...Despesa.dos.agentes.públicos.com.o.serviço.de.varrição..Antigo.campo.VA037...R..ano.","FN213...Despesa.com.empresas.contratadas.para.o.serviço.de.varrição..Antigo.campo.VA019...R..ano.","FN214...Despesa.total.com.o.serviço.de.varrição..Antigo.campo.VA017...R..ano.","FN215...Despesa.com.agentes.públicos.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE043...R..ano.","FN216...Despesa.com.agentes.privados.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE044...R..ano.","FN217...Despesa.total.com.todos.os.agentes.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE046...R..ano.","FN218...Despesa.dos.agentes.públicos.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE023...R..ano.","FN219...Despesa.com.agentes.privados.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE009...R..ano.","FN220...Despesa.total.com.serviços.de.manejo.de.RSU..Antigo.campo.GE007...R..ano.","FN221...Receita.orçada.com.a.cobrança.de.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE005...R..ano.","FN222...Receita.arrecadada.com.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE006...R..ano.","FN223...Despesa.Corrente.da.Prefeitura.durante.o.ano.com.TODOS.os.serviços.do.município..saúde..educação..pagamento.de.pessoal..etc...Antigo.campo.GE010...R..ano.","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..x","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..y","FN225...Valor.repassado..Antigo.campo.GE026...R..ano.","FN226...Tipo.de.recurso..Antigo.campo.GE028."
"250970","Monteiro","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250970","Monteiro","PB","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250970","Monteiro","PB","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos","Sim","Taxa específica no mesmo boleto do IPTU","","","Não","0","90000","90000","0","20000","20000","82740","0","82740","0","0","0","82740","110000","192740","20000","3000","1.4e+07","Não","Não",,""
"250990","Natuba","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos","Sim","Taxa específica no mesmo boleto do IPTU","","","Não",,,"109200",,,"7500",,,"153003.8",,,"36000",,,"305703.8","1100","600","18903164.55","Não","Não",,""
"250990","Natuba","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos","Sim","Taxa específica no mesmo boleto do IPTU","","","Não","0","109200","109200","0","18000","18000","351800","140000","491800","0","0","0","351800","267200","619000","10535.48","4214.19",,"Não","Não",,""
"250990","Natuba","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos","Sim","Taxa específica no mesmo boleto do IPTU","","","Não","72000","0","72000","0","18800","18800","20000","0","20000","146448","0","146448","238448","18800","257248","1968.9","0",,"Não","Não",,""
"250990","Natuba","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"250990","Natuba","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25100040] Prefeitura Municipal de Nazarezinho - PMN","Água; Res Sólidos","Não","","","","Não","172212.19",,,"0",,,"72930",,,"0",,,"245142.19","0","245142.19",,,"8422498.45","Não","Não",,""
"251000","Nazarezinho","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251000","Nazarezinho","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251010","Nova Floresta","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,"337686",,,"8321357.04","Não","Não",,""
"251020","Nova Olinda","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2013","[25102011] Prefeitura Municipal de Nova Olinda - PMNO; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Esgoto; Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,"0","Não","Não",,""
"251020","Nova Olinda","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos","Não","","","","Não","5000",,,"20000",,,"1e+05",,,"0",,,"125000",,,,,"125000","Não","Não",,""
"251020","Nova Olinda","PB","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,"387814","0","387814","0","0","7165548.21","Não","Não",,""
"251020","Nova Olinda","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251020","Nova Olinda","PB","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2013","[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Esgoto; Água; Res Sólidos","Não","","","","Não","120000","0","120000","0","0","0","180000","0","180000","0","0","0","3e+05","0","3e+05",,,"8e+06","Não","Não",,""
"251030","Nova Palmeira","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Água; Res Sólidos","Não","","","","Não",,,"60000",,,"20000",,,"80000",,,"30000","190000","0","190000","0","0","6e+06","Não","Não",,""
"251030","Nova Palmeira","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2015","[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Esgoto; Água; Res Sólidos","Não","","","","Não","120000","0","120000","0","0","0","360000","0","360000","0","0","0","480000","0","480000",,,"11619000","Não","Não",,""
"251030","Nova Palmeira","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2014","[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Esgoto; Res Sólidos","Não","","","","Não","0","93600","93600","0","0","0","208000","0","208000","0","36000","36000","208000","129600","337600",,,"11496000","Não","Não",,""
"251030","Nova Palmeira","PB","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,"37750","0","37750","0","0","1196234.2","Não","Não",,""
"251030","Nova Palmeira","PB","2012","[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2011","[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251030","Nova Palmeira","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2010","[25104011] Prefeitura Municipal de Olho D'Água - PMOD; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2015","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos","Não","","","","Não","61464","0","61464","0","0","0","163904","0","163904","40976","0","40976","266344","0","266344",,,"7100876.46","Não","Não",,""
"251040","Olho D ÁGUA","PB","2011","[25104011] Prefeitura Municipal de Olho D'Água - PMOD; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Esgoto; Água; Res Sólidos","Não","","","","Não","58860","0","58860","0","0","0","117720","0","117720","13080","0","13080","189660","0","189660",,,,"Sim","Sim","248000","Não oneroso (a fundo perdido)"
"251040","Olho D ÁGUA","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2000","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,"172980","0","172980","4050","0","6291290.44","Não","Não",,""
"251040","Olho D ÁGUA","PB","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"Não","Não",,""
"251040","Olho D ÁGUA","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","1999","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2013","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2006","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","1998","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2007","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2005","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2001","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2004","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251040","Olho D ÁGUA","PB","2003","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251050","Olivedos","PB","2009","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251050","Olivedos","PB","2010","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251050","Olivedos","PB","2008","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251050","Olivedos","PB","2011","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251050","Olivedos","PB","2014","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251050","Olivedos","PB","2002","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"251050","Olivedos","PB","2012","[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
