"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano."
"260220","Bom Jardim","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","1995","","",,,,,,,,,,
"260220","Bom Jardim","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26022040] PREFEITURA MUNICIPAL DO BOM JARDIM - PMBJ","Água; Res Sólidos",,,,,,,,,,
"260220","Bom Jardim","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","1997","","",,,,,,,,,,
"260220","Bom Jardim","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","1996","","",,,,,,,,,,
"260220","Bom Jardim","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2014","[26022011] Prefeitura Municipal de Bom Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26022040] PREFEITURA MUNICIPAL DO BOM JARDIM - PMBJ","Esgoto; Água; Res Sólidos","5.12","14718.73",,"4.04",,"75.41","100","0","2.5",
"260220","Bom Jardim","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26022040] PREFEITURA MUNICIPAL DO BOM JARDIM - PMBJ","Água; Res Sólidos","4.46",,,,,,"98.53","1.47","1.47",
"260220","Bom Jardim","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260220","Bom Jardim","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","1997","","",,,,,,,,,,
"260240","Brejão","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","1996","","",,,,,,,,,,
"260240","Brejão","PE","1995","","",,,,,,,,,,
"260240","Brejão","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260240","Brejão","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","1996","","",,,,,,,,,,
"260250","Brejinho","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","1997","","",,,,,,,,,,
"260250","Brejinho","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","1995","","",,,,,,,,,,
"260250","Brejinho","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos","8.96","18096.77","2.14","100","10.7","162.19","0","100","3.23","17.35"
"260250","Brejinho","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos","4.63","24557.41","3.1","90.05","1.27","113.59","18.75","81.25","18.75","1.45"
"260250","Brejinho","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos","5.49","23680.56",,"100","3","130.08","0","100","0","3.9"
"260250","Brejinho","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos","3.84",,,,,,"30.77","69.23","0",
"260250","Brejinho","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos","4.72",,,,,,"100","0","0",
"260250","Brejinho","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260250","Brejinho","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2014","[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2015","[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2011","[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26026040] Secretaria Municipal de Obras e Urbanismo - SOU","Esgoto; Água; Res Sólidos","3.35","9868.51","2.14","0",,"33.04","37.82","62.18","5.04",
"260260","Brejo da Madre de Deus","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","1997","","",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","1995","","",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260260","Brejo da Madre de Deus","PE","1996","","",,,,,,,,,,
"260280","Buíque","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","1995","","",,,,,,,,,,
"260280","Buíque","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","1996","","",,,,,,,,,,
"260280","Buíque","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","1997","","",,,,,,,,,,
"260280","Buíque","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260280","Buíque","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2015","[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos","7.04","21685.73","5.29","0.57",,"152.57","100","0",,
"260300","Cabrobó","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","1997","","",,,,,,,,,,
"260300","Cabrobó","PE","2009","[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
"260300","Cabrobó","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Água; Res Sólidos",,,"6.33","0","0","104.53",,,,"0"
"260300","Cabrobó","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Água; Res Sólidos","6.16","27204.6","5.75","0.55",,"167.49","100","0","7.69",
"260300","Cabrobó","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2013","[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos","4.4",,,,,,"100","0","2.17",
"260300","Cabrobó","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","1995","","",,,,,,,,,,
"260300","Cabrobó","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260300","Cabrobó","PE","1996","","",,,,,,,,,,
"260310","Cachoeirinha","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","1995","","",,,,,,,,,,
"260310","Cachoeirinha","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","1997","","",,,,,,,,,,
"260310","Cachoeirinha","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","1996","","",,,,,,,,,,
"260310","Cachoeirinha","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260310","Cachoeirinha","PE","2014","[26031011] Prefeitura Municipal de Cachoeirinha - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26031040] Prefeitura Municipal de Cachoeirinha - PMC","Esgoto; Água; Res Sólidos",,,,"1.57","4.38","64.12",,,,"2.81"
"260310","Cachoeirinha","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos","6.28","20666.09","3.44","1.77","0.05","129.75","100","0","4","0.06"
"260320","Caetés","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","1997","","",,,,,,,,,,
"260320","Caetés","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos","4.05",,,,,,"100","0","0",
"260320","Caetés","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","1996","","",,,,,,,,,,
"260320","Caetés","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","1995","","",,,,,,,,,,
"260320","Caetés","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",,,,,,,,,,
"260320","Caetés","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260320","Caetés","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","1997","","",,,,,,,,,,
"260330","Calçado","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","1995","","",,,,,,,,,,
"260330","Calçado","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260330","Calçado","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos","2.62","18240","0.91","13.16",,"47.82","100","0","10",
"260330","Calçado","PE","1996","","",,,,,,,,,,
"260340","Calumbi","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","1996","","",,,,,,,,,,
"260340","Calumbi","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","1997","","",,,,,,,,,,
"260340","Calumbi","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260340","Calumbi","PE","1995","","",,,,,,,,,,
"260340","Calumbi","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260350","Camocim de São Félix","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260350","Camocim de São Félix","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260350","Camocim de São Félix","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] UILSON DE MOURA FRANÇA - Prefeito","Água; Res Sólidos","2.3","11222.69",,"41.36","0","25.86","75","25","0","0"
"260350","Camocim de São Félix","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260350","Camocim de São Félix","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] UILSON DE MOURA FRANÇA - Prefeito","Água; Res Sólidos","2.23","12112.89","2.37","40.23","2.95","27.05","75","25","0","0.8"
"260350","Camocim de São Félix","PE","1996","","",,,,,,,,,,
"260350","Camocim de São Félix","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260350","Camocim de São Félix","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] UILSON DE MOURA FRANÇA - Prefeito","Água; Res Sólidos","2.21","13348.27","2.27","51.43",,"29.55","75","25","0",
"260350","Camocim de São Félix","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] UILSON DE MOURA FRANÇA - Prefeito","Água; Res Sólidos","6.91",,,,,,"17.14","82.86","1.9",
"260350","Camocim de São Félix","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"260350","Camocim de São Félix","PE","2012","[26035011] Prefeitura Municipal de Camocim de São Félix - PMCSF; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
