"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
"241340","Serra Negra do Norte","RN","2014","[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN; [24134040] Secretaria Municipal de Infraestrutura e Serviços Públicos - SMISP","Água e Esgoto; Res Sólidos","","10","90","12200","2","0","2","0","340","1000","20400",,,"2","2","12","48","1010","1000","4000","2","0","2",
"241340","Serra Negra do Norte","RN","2005","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","2008","[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN","Água e Esgoto","Atende parcialmente","9","84","2998","6","0","6","0","200","1000","0",,,"6","365","0","0","900","891","3000","6","0","6",
"241340","Serra Negra do Norte","RN","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","2006","[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN","Água e Esgoto","","5","40","1400","12","0","12","0","80","800","1400",,,"12","365","2","20","780","700","1460","12","0","12",
"241340","Serra Negra do Norte","RN","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","2015","[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN; [24134040] Secretaria Municipal de Infraestrutura e Serviços Públicos - SMISP","Água e Esgoto; Res Sólidos","","12","95",,"12","0","12","1","312","936",,,,"12","12","9","36","960","960","1920","12","0","12",
"241340","Serra Negra do Norte","RN","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","2011","[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN","Água e Esgoto","","8","93","5975","5","0","5","0","375","1020","500",,,"5","370","1","4","975","870","4455","5","0","5",
"241340","Serra Negra do Norte","RN","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"241340","Serra Negra do Norte","RN","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS","Água; Res Sólidos","Atende parcialmente","0","0","0","45","0","45","0",,,"0",,,"36","36","0","0","395","383","0","45","0","36",
"241350","Serrinha","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS","Água; Res Sólidos","Atende parcialmente",,,,"0","0","0","0",,,,,,"12","36",,,"382","355",,"0","0","36",
"241350","Serrinha","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS","Água; Res Sólidos","Atende integralmente","0","0","0","15","3","15","0",,,"0",,,"36","36","0","0","381","362",,"15","0","36",
"241350","Serrinha","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS","Água; Res Sólidos","Atende integralmente","0","0","0","17","0","17","0",,,"0",,,"36","36","0","0","439","370",,"17","0","36",
"241350","Serrinha","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS","Água; Res Sólidos","Atende integralmente",,,,"49","1","49","2",,,,,,"36","36",,,,,,"49","0","36",
"241350","Serrinha","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS","Água; Res Sólidos","Atende parcialmente",,,,"0","0","0","0",,,,,,"12","36",,,"631","600",,"0","0","36",
"241350","Serrinha","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"0",,"0",,,,,,,"120","120",,,,,,"0",,"120",
"241350","Serrinha","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241350","Serrinha","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","130","21","130","24",,,"0",,,"120","120","0","0","259","234",,"130","2","120",
"241355","Serrinha dos Pintos","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",,,,"123","19","123","5",,,,,,"120","120",,,"146","132",,"123","8","120",
"241355","Serrinha dos Pintos","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente",,,,"74","9","75","2",,,,,,"120","120",,,"220","198",,"74","17","120",
"241355","Serrinha dos Pintos","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","91","13","91","9",,,"0",,,"120","120","0","0","222","210",,"91","2","120",
"241355","Serrinha dos Pintos","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"22",,"22",,,,,,,"120","120",,,,,,"22",,"120",
"241355","Serrinha dos Pintos","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente","0","0","0","127","10","127","22",,,"0",,,"120","120","0","0","445","288","0","127","2","120",
"241355","Serrinha dos Pintos","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135540] Prefeitura Municipal de Serrinha Dos Pintos - PMSP","Água; Res Sólidos","",,,,"57","6","57","15",,,,,,"120","120",,,,,,"57","12","120",
"241355","Serrinha dos Pintos","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241355","Serrinha dos Pintos","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",,,,"64","15","64","26",,,,,,"120","120",,,,,,"64","10","120",
"241355","Serrinha dos Pintos","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente",,,,"35","5","35","0",,,,,,"60","120",,,"276","266",,"35","2","120",
"241360","Severiano Melo","RN","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"9","1","10","0",,,,,,"120","120",,,,,,"2","0","120",
"241360","Severiano Melo","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"3960","198","3960","79",,,,,,"4500","4500",,,,,,,,,
"241360","Severiano Melo","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","101","24","101","0",,,"0",,,"120","120","0","0","996","652",,"101","5","120",
"241360","Severiano Melo","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",,,,"16","8","16","0",,,,,,"120","120",,,,,,"16","3","120",
"241360","Severiano Melo","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente",,,,"73","10","73","1",,,,,,"60","120",,,"741","668",,"73","0","120",
"241360","Severiano Melo","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241360","Severiano Melo","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"78","17","41","4",,,,,,"120","240",,,,,,"41","3","120",
"241360","Severiano Melo","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente","0","0","0","107","21","107","0",,,"0",,,"120","120","0","0","319","271","0","107","0","120",
"241360","Severiano Melo","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"10",,"10",,,,,,,"120","120",,,,,,"10",,"120",
"241360","Severiano Melo","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"4","0","4","0",,,,,,"60","120",,,,,,,,,
"241360","Severiano Melo","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","178","27","178","9",,,"0",,,"240","240","0","0","559","455",,"178","5","240",
"241360","Severiano Melo","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"8","0","8","0",,,,,,"120","120",,,,,,"7","0","120",
"241360","Severiano Melo","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","7","0","7","0",,,"0",,,"24","24","0","0","249","160",,"7","0","24",
"241370","Sítio Novo","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente",,,,"0","0","0","0",,,,,,"12","24",,,"70","62",,"0","0","24",
"241370","Sítio Novo","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",,,,"46","1","46","3",,,,,,"24","24",,,,,,"46","0","24",
"241370","Sítio Novo","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","8","0","8","0",,,"0",,,"24","24","0","0","256","177",,"8","0","24",
"241370","Sítio Novo","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente","0","0","0","30","1","30","0",,,"0",,,"24","24","0","0","339","328","0","30","1","24",
"241370","Sítio Novo","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"0",,"0",,,,,,,"120","120",,,,,,"0",,"120",
"241370","Sítio Novo","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24137040] Prefeitura Municipal de Sítio Novo - PMSN","Água; Res Sólidos","Atende parcialmente",,,,"0","0","0","0",,,,,,"12","24",,,"49","42",,"0","0","24",
"241370","Sítio Novo","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"241370","Sítio Novo","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2012","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente","0","0","0","89","6","89","12",,,"0",,,"120","120","0","0","445","268","0","89","4","120",
"241380","Taboleiro Grande","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente",,,,"55","12","55","9",,,,,,"120","120",,,"98","42",,"55","13","120",
"241380","Taboleiro Grande","RN","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU","Água; Res Sólidos","Atende parcialmente",,,,"84","21","84","3",,,,,,"120","120",,,"46","42",,"84","19","120",
"241380","Taboleiro Grande","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU","Água; Res Sólidos","Atende integralmente","0","0","0","109","18","109","15",,,"0",,,"120","120","0","0","167","144",,"109","3","120",
"241380","Taboleiro Grande","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"39","4","39","5",,,,,,"120","120",,,,,,"39","3","120",
"241380","Taboleiro Grande","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"17",,"18",,,,,,,"120","120",,,,,,"18",,"120",
"241380","Taboleiro Grande","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241380","Taboleiro Grande","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU","Água; Res Sólidos","Atende integralmente","0","0","0","110","20","110","28",,,"0",,,"120","120","0","0","221","182",,"110","4","120",
"241380","Taboleiro Grande","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU","Água; Res Sólidos","Atende integralmente",,,,"76","8","76","49",,,,,,"120","120",,,,,,"76","11","120",
"241380","Taboleiro Grande","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,"120","120",,,,,,,,,
"241390","Taipu","RN","2000","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2005","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2014","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","68","3","80","0",,,"0",,,"96","96","0","0","2250","718",,"79","5","96",
"241390","Taipu","RN","2001","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"427","0","374","0",,,,,,"425","485",,,,,,,,,
"241390","Taipu","RN","2010","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende parcialmente",,,,"10","1","10","0",,,,,,"12","96",,,"1318","925",,"10","0","96",
"241390","Taipu","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","100","0","100","0",,,"0",,,"96","96","0","0","853","604",,"100","0","96",
"241390","Taipu","RN","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2012","[24139011] Prefeitura Municipal de Taipu - PMT; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Esgoto; Água","Atende parcialmente","0","0","0","56","0","56","0","0","0","0",,,"96","96","0","0","859","605","41","57","0","96",
"241390","Taipu","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",,,,"48","0","98","0",,,,,,"96","96",,,,,,"98","0","96",
"241390","Taipu","RN","2011","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24139040] Prefeitura Municipal de Taipu - PMT","Água; Res Sólidos","Atende parcialmente",,,,"57","0","57","57",,,,,,"24","96",,,"1051","725",,"57","57","24",
"241390","Taipu","RN","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2008","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"76","0","76","0",,,,,,"60","120",,,,,,"76","0","120",
"241390","Taipu","RN","2004","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,"60","120",,,,,,,,"120",
"241390","Taipu","RN","2003","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241390","Taipu","RN","2009","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"54","0","54","0",,,,,,"60","120",,,,,,"10","1","120",
"241400","Tangará","RN","2006","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,"5",,"5",,,,,,,"120","227",,,,,,"5",,"227",
"241400","Tangará","RN","2013","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente","0","0","0","24","0","24","0",,,"0",,,"120","120","0","0","1924","1484",,"24","0","120",
"241400","Tangará","RN","1998","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241400","Tangará","RN","2002","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,"120","192",,,,,,,,,
"241400","Tangará","RN","2007","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241400","Tangará","RN","2009","[24140011] Prefeitura Municipal de Tangará - PMT; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24140040] Prefeitura Municipal de Tangará - PMT","Esgoto; Água; Res Sólidos","",,,,"52","0","52","0","0","0",,,,"120","300",,,,,,"52","4","300",
"241400","Tangará","RN","2015","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",,,,"54","0","54","0",,,,,,"120","120",,,,,,"54","0","120",
"241400","Tangará","RN","1999","[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","",,,,,,,,,,,,,,,,,,,,,,,
"241400","Tangará","RN","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"241400","Tangará","RN","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
