"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
"270840","São José da Tapera","AL","2013","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","851","9.19",,"6.2","6.83","3.73",,"63.89","134.17",,"26","2.48","63.89"
"270840","São José da Tapera","AL","2007","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","157","9.94",,,"0.4","38.25",,"139.44","209.17",,"30","1.59","139.44"
"270840","São José da Tapera","AL","2009","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","77","15.86","77","15.86","0.5","45.23",,"72.1","165.83",,"26","2.51","72.1"
"270840","São José da Tapera","AL","2002","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270840","São José da Tapera","AL","1999","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270840","São José da Tapera","AL","2015","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","1813","15","392","7","7.75","3.49",,"97.73","97.73",,"26","12.02","97.73"
"270840","São José da Tapera","AL","2000","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270840","São José da Tapera","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","1067","11.32","3557","13.57","6.63","26.52",,"65.58","150.83",,"2.6","3.31","65.58"
"270840","São José da Tapera","AL","2005","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2006","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","86","7.56","16","90","12.26","60.38",,"88.33","88.33",,"6","5.66","88.33"
"270895","Senador Rui Palmeira","AL","2001","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","1999","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2005","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2015","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27089540] Prefeitura Municipal de Senador Rui Palmeira - PMSRP","Água; Res Sólidos","251","13","93","17.91","2.99","8.96",,"55.83","55.83",,"26","2.99","55.83"
"270895","Senador Rui Palmeira","AL","1997","","",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","1998","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2014","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27089540] Prefeitura Municipal de Senador Rui Palmeira - PMSRP","Água; Res Sólidos","366","15.39","310","16.4","7.14","32.86",,"58.33","58.33",,"26","1.43","58.33"
"270895","Senador Rui Palmeira","AL","2000","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2008","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","27","306.67","25","139.39","1.69","57.63",,"40.97","40.97",,"30","1.69","40.97"
"270895","Senador Rui Palmeira","AL","2004","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","327","16.45","317","136.25","0","41.03",,"32.5","32.5",,"2.6","0","32.5"
"270895","Senador Rui Palmeira","AL","1995","","",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2003","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2007","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","49","8.12","16","72","2.63","50",,"63.33","63.33",,"20","1.32","63.33"
"270895","Senador Rui Palmeira","AL","2011","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","400","9","114","16.34","3.28","19.67",,"50.83","50.83",,"26","1.64","50.83"
"270895","Senador Rui Palmeira","AL","1996","","",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2013","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27089540] Prefeitura Municipal de Senador Rui Palmeira - PMSRP","Água; Res Sólidos","251","12",,"9","15.38","9.62",,"43.33","43.33",,"26","11.54","43.33"
"270895","Senador Rui Palmeira","AL","2012","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","74","13.09","1054","10.17","7.14","22.86",,"58.33","58.33",,"26","5.71","58.33"
"270895","Senador Rui Palmeira","AL","2002","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270895","Senador Rui Palmeira","AL","2009","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","18","78.59","18","78.59","9.3","46.51",,"35.83","35.83",,"26","6.98","35.83"
"270920","Traipu","AL","1996","","",,,,,,,,,,,,,
"270920","Traipu","AL","2003","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","417","8.33","40","2.81","10.81","6.3",,"154.17","105.83",,,"4.72","105.83"
"270920","Traipu","AL","2014","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27092040] Prefeitura Municipal de Traipu - PMT","Água; Res Sólidos","47","7.59","66","6.97","0","6.35",,"32.81","32.81",,"0.89","1.59","32.81"
"270920","Traipu","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","31","14.71","44","9.82","0","1.28",,"59.09","65",,"2.78","0","59.09"
"270920","Traipu","AL","1999","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270920","Traipu","AL","2000","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","14","11.87",,,"4.11","25",,,"33.33",,,,
"270920","Traipu","AL","1997","","",,,,,,,,,,,,,
"270920","Traipu","AL","1995","","",,,,,,,,,,,,,
"270920","Traipu","AL","1998","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,,,,
"270920","Traipu","AL","2001","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","799","8","810","5.62","5.56","16.67",,"300","50",,,,
"270920","Traipu","AL","2015","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27092040] Prefeitura Municipal de Traipu - PMT","Água; Res Sólidos","54","7.6","75","6.94","6.76","0",,"36.27","36.27",,"0.4","0","36.27"
"270920","Traipu","AL","2009","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27092040] Prefeitura Municipal de Traipu - PMT","Água; Res Sólidos","10","12.47","32","3.46","0","22.73",,"50","55",,"1.18","0","50"
"270920","Traipu","AL","2011","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","202","10.15","44","15.38","7.32","23.17",,"52.56","68.33",,"0.67","14.63","52.56"
"270920","Traipu","AL","2004","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","225","5.71","54","3.32","0.94","1.82",,"88.33","45.83",,"3.07","0","45.83"
"270920","Traipu","AL","2002","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","59","3.05","38","3.83","1.28","16.67",,"260","100",,,,
"270920","Traipu","AL","2006","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","316","7.4","54","3.19","1.33","25.33",,"62.5","62.5",,"1.79","0","62.5"
"270920","Traipu","AL","2005","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","400","7.5","178","3.62","6.06","4.55",,"55","55",,"1.5","1.52","55"
"270920","Traipu","AL","2012","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27092040] Prefeitura Municipal de Traipu - PMT","Água; Res Sólidos","44","7.34","79","0.79","0","14.44",,"46.87","75",,"0.5","1.11","46.87"
"270920","Traipu","AL","2007","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","26","58.62","25","3.51","0.85","17.95",,"81.25","81.25",,"0.27","0.85","81.25"
"270920","Traipu","AL","2013","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27092040] Prefeitura Municipal de Traipu - PMT","Água; Res Sólidos","54","8.02","70","6.94","0","4.05",,"38.54","61.67",,"0.41","0","38.54"
"270920","Traipu","AL","2008","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água","25","32.07","32","6.04","0.93","36.11",,"75","75",,"1.17","0","75"
"280010","Amparo de São Francisco","SE","2003","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","2008","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"16.85","31.46",,"222.5","222.5",,,"13.86","222.5"
"280010","Amparo de São Francisco","SE","2011","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"3.09","36.08",,"242.5","242.5",,,"4.81","242.5"
"280010","Amparo de São Francisco","SE","2007","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"7.43","30.48",,"224.17","224.17",,,"10.41","224.17"
"280010","Amparo de São Francisco","SE","2012","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"14.01","32.57",,"255.83","255.83",,,"7.82","255.83"
"280010","Amparo de São Francisco","SE","1999","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","2002","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","2001","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","2013","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"1.89","23.9",,"265","265",,,"0.31","265"
"280010","Amparo de São Francisco","SE","1996","","",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","2015","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"8.96","20",,"279.17","279.17",,,"6.27","279.17"
"280010","Amparo de São Francisco","SE","2004","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","2014","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"4.92","19.38",,"270.83","270.83",,,"3.08","270.83"
"280010","Amparo de São Francisco","SE","2005","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","1998","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","2010","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"13.68","19.87",,"255.83","255.83",,,"13.36","255.83"
"280010","Amparo de São Francisco","SE","2009","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"8.33","45.83",,"280","280",,,"6.55","280"
"280010","Amparo de São Francisco","SE","2006","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"9.06","12.99",,"211.67","211.67",,,"9.84","211.67"
"280010","Amparo de São Francisco","SE","2000","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","1995","","",,,,,,,,,,,,,
"280010","Amparo de São Francisco","SE","1997","","",,,,,,,,,,,,,
"280020","Aquidabã","SE","2001","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"25.61","2.83",,"68.33","68.61",,,,
"280020","Aquidabã","SE","2005","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"5.35","31.02",,"41.28","41.28",,,"9.63","41.28"
"280020","Aquidabã","SE","1997","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280020","Aquidabã","SE","2014","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"3.03","9.34",,"158.33","158.33",,,"1.32","158.33"
"280020","Aquidabã","SE","2011","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"7.31","23.9",,"168.03","547.5",,,"2.28","168.03"
"280020","Aquidabã","SE","2010","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"7.31","18.36",,"140.46","558.33",,,"6.57","140.46"
"280020","Aquidabã","SE","1996","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280020","Aquidabã","SE","1998","[28003000] Companhia de Saneamento de Sergipe - DESO","Água e Esgoto",,,,,,,,,,,,,
"280020","Aquidabã","SE","2002","[28003000] Companhia de Saneamento de Sergipe - DESO","Água","236","7.48",,,"5.42","21.67",,"66.67","66.67",,,,
"280020","Aquidabã","SE","2009","[28003000] Companhia de Saneamento de Sergipe - DESO; [28002040] Prefeitura Municipal de Aquidabã - PMA","Água; Res Sólidos",,,,,"4.83","39.77",,"128.42","500.83",,,"5.49","128.42"
"280020","Aquidabã","SE","2013","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"2.02","11.24",,"165","165",,,"1.39","165"
"280020","Aquidabã","SE","1999","[28003000] Companhia de Saneamento de Sergipe - DESO","Água","1096","6","783","6","13.33","20",,"10.42","125",,,,
"280020","Aquidabã","SE","2012","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"6.68","16.19",,"146.67","146.67",,,"1.56","146.67"
"280020","Aquidabã","SE","2004","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"27.78","65.87",,"28.44","28.44",,,"0.8","28.22"
"280020","Aquidabã","SE","1995","","",,,,,,,,,,,,,
"280020","Aquidabã","SE","2008","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"6.77","29.17",,"125.76","480",,,"4.69","125.76"
"280020","Aquidabã","SE","2007","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"9.34","29.76",,"122.71","490",,,"4.42","122.5"
"280020","Aquidabã","SE","2000","[28003000] Companhia de Saneamento de Sergipe - DESO","Água","825","4.25","825","4.25","16.67","12.5",,"12.16","100",,,,
"280020","Aquidabã","SE","2006","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"1.74","9.95",,"89.33","335",,,"4.23","335"
"280020","Aquidabã","SE","2015","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"2.77","8.73",,"150.42","150.42",,,"1.8","150.42"
"280020","Aquidabã","SE","2003","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"0","8.26",,"23.9","23.9",,,"1.83","23.9"
"280110","Canhoba","SE","1997","","",,,,,,,,,,,,,
"280110","Canhoba","SE","2008","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"22.12","27.19",,"180.83","180.83",,,"17.97","180.83"
"280110","Canhoba","SE","1996","","",,,,,,,,,,,,,
"280110","Canhoba","SE","1999","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2001","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2007","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"13.62","31.06",,"195.83","195.83",,,"10.64","195.83"
"280110","Canhoba","SE","2000","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2005","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2003","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2015","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"12.6","6.56",,"317.5","317.5",,,"9.45","317.5"
"280110","Canhoba","SE","1998","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2004","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2011","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"2.51","29.03",,"232.5","232.5",,,"7.53","232.5"
"280110","Canhoba","SE","1995","","",,,,,,,,,,,,,
"280110","Canhoba","SE","2012","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"12.97","23.42",,"263.33","263.33",,,"7.28","263.33"
"280110","Canhoba","SE","2006","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"1.49","11.39",,"168.33","168.33",,,"5.94","168.33"
"280110","Canhoba","SE","2013","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"6.18","22.06",,"283.33","283.33",,,"2.35","283.33"
"280110","Canhoba","SE","2009","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"7.89","36.56",,"232.5","232.5",,,"6.09","232.5"
"280110","Canhoba","SE","2002","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280110","Canhoba","SE","2010","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"18.18","13.09",,"229.17","229.17",,,"18.55","229.17"
"280110","Canhoba","SE","2014","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"5.61","9.89",,"311.67","311.67",,,"5.61","311.67"
"280120","Canindé de São Francisco","SE","2015","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"2.12","0.53",,"134.52","134.52",,,"0.88","134.52"
"280120","Canindé de São Francisco","SE","2014","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"4.55","1.09",,"130.95","130.95",,,"3.45","130.95"
"280120","Canindé de São Francisco","SE","2008","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"4.79","17.35",,"100.23","365",,,"6.62","100.23"
"280120","Canindé de São Francisco","SE","2009","[28003000] Companhia de Saneamento de Sergipe - DESO; [28012040] Serviços Públicos - Prefeitura Municipal de Canindé de São Francisco - PMCSF","Água; Res Sólidos",,,,,"12.43","26.16",,"119.78","449.17",,,"11.5","119.78"
"280120","Canindé de São Francisco","SE","2007","[28003000] Companhia de Saneamento de Sergipe - DESO; [28012040] Serviços Públicos - Prefeitura Municipal de Canindé de São Francisco - PMCSF","Água; Res Sólidos",,,,,"8.54","24.81",,"107.29","430",,,"8.93","107.29"
"280120","Canindé de São Francisco","SE","2010","[28012011] Prefeitura Municipal de Canindé de São Francisco - PMCSF; [28003000] Companhia de Saneamento de Sergipe - DESO; [28012040] Serviços Públicos - Prefeitura Municipal de Canindé de São Francisco - PMCSF","Esgoto; Água; Res Sólidos",,,,,"12.05","1.51",,"115.43","442.5",,,"9.98","115.43"
"280120","Canindé de São Francisco","SE","2003","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"16.36","29.55",,"47.01","47.01",,,"7.91","45.94"
"280120","Canindé de São Francisco","SE","2013","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"0.89","0.89",,"134.29","134.29",,,"0.71","134.29"
"280120","Canindé de São Francisco","SE","1997","","",,,,,,,,,,,,,
"280120","Canindé de São Francisco","SE","2012","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"4.12","8.63",,"121.43","121.43",,,"3.73","121.43"
"280120","Canindé de São Francisco","SE","1999","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280120","Canindé de São Francisco","SE","2000","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280120","Canindé de São Francisco","SE","2006","[28003000] Companhia de Saneamento de Sergipe - DESO; [28012040] Serviços Públicos - Prefeitura Municipal de Canindé de São Francisco - PMCSF","Água; Res Sólidos",,,,,"32.05","13.32",,"96.3","369.17",,,"11.74","369.17"
"280120","Canindé de São Francisco","SE","2004","[28003000] Companhia de Saneamento de Sergipe - DESO; [28012040] Serviços Públicos - Prefeitura Municipal de Canindé de São Francisco - PMCSF","Água; Res Sólidos",,,,,"32.26","61.83",,"63.27","63.27",,,"1.64","62.24"
"280120","Canindé de São Francisco","SE","1995","","",,,,,,,,,,,,,
"280120","Canindé de São Francisco","SE","2011","[28012011] Prefeitura Municipal de Canindé de São Francisco - PMCSF; [28003000] Companhia de Saneamento de Sergipe - DESO; [28012040] Serviços Públicos - Prefeitura Municipal de Canindé de São Francisco - PMCSF","Esgoto; Água; Res Sólidos",,,,,"5.62","9.89",,"117.11","370.83",,,"5.62","117.11"
"280120","Canindé de São Francisco","SE","2002","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280120","Canindé de São Francisco","SE","2001","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280120","Canindé de São Francisco","SE","2005","[28003000] Companhia de Saneamento de Sergipe - DESO; [28012040] Serviços Públicos - Prefeitura Municipal de Canindé de São Francisco - PMCSF","Água; Res Sólidos",,,,,"20.28","30.19",,"64.24","64.24",,,"14.15","64.24"
"280120","Canindé de São Francisco","SE","1996","","",,,,,,,,,,,,,
"280120","Canindé de São Francisco","SE","1998","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280140","Carira","SE","2015","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"2.19","2.41",,"97.65","97.65",,,"1.75","97.65"
"280140","Carira","SE","2012","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"2.05","14.71",,"131.62","131.62",,,"1.3","131.62"
"280140","Carira","SE","2008","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"21.21","37.23",,"71.08","192.5",,,"17.75","71.08"
"280140","Carira","SE","2000","[28003000] Companhia de Saneamento de Sergipe - DESO","Água","850","12","650","8","25","12.5",,"13.33","123.08",,,,
"280140","Carira","SE","2002","[28003000] Companhia de Saneamento de Sergipe - DESO","Água","650","6.12",,,"0","20.95",,"29.17","29.17",,,,
"280140","Carira","SE","2014","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"6.28","3.23",,"132.66","132.66",,,"2.38","132.66"
"280140","Carira","SE","2003","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"2.73","7.21",,"24.77","25",,,"0.93","24.1"
"280140","Carira","SE","1996","","",,,,,,,,,,,,,
"280140","Carira","SE","2006","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"11.58","14.39",,"89.91","237.5",,,"31.59","319.17"
"280140","Carira","SE","2007","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"8.9","26.69",,"96.45","271.67",,,"6.13","96.45"
"280140","Carira","SE","2010","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"15.29","12.35",,"147.83","425",,,"13.92","147.83"
"280140","Carira","SE","2009","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"6.65","38.1",,"149.4","413.33",,,"7.86","149.4"
"280140","Carira","SE","1995","","",,,,,,,,,,,,,
"280140","Carira","SE","2004","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"34.33","68.66",,"22.64","22.64",,,"0","22.64"
"280140","Carira","SE","2011","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"6.55","14.61",,"162.31","445",,,"5.62","162.31"
"280140","Carira","SE","1997","","",,,,,,,,,,,,,
"280140","Carira","SE","2005","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"5.43","23.91",,"31.51","31.51",,,"3.26","31.51"
"280140","Carira","SE","2001","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"15.25","5.08",,"16.39","16.39",,,,
"280140","Carira","SE","1998","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280140","Carira","SE","1999","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280140","Carira","SE","2013","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"0.83","2.32",,"143.57","143.57",,,"0.33","143.57"
"280160","Cedro de São João","SE","2012","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"4.23","20.77",,"166.67","166.67",,,"3.46","166.67"
"280160","Cedro de São João","SE","2006","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"8.98","13.47",,"185.61","204.17",,,,
"280160","Cedro de São João","SE","2001","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2009","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"5.71","17.96",,"175","204.17",,,"3.67","175"
"280160","Cedro de São João","SE","2008","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"1.46","14.56",,"156.06","171.67",,,"4.37","156.06"
"280160","Cedro de São João","SE","2005","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2004","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2002","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2015","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"29.27","7.59",,"236.54","236.54",,,"29.81","236.54"
"280160","Cedro de São João","SE","1997","","",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2014","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"18.3","10.46",,"196.15","196.15",,,"12.75","196.15"
"280160","Cedro de São João","SE","1996","","",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2011","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"1.65","30.58",,"184.73","201.67",,,"5.37","184.73"
"280160","Cedro de São João","SE","2003","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2007","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"10.04","19.67",,"175.74","199.17",,,"7.95","175.74"
"280160","Cedro de São João","SE","1995","","",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2000","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280160","Cedro de São João","SE","2013","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"10.6","11.26",,"193.59","193.59",,,"8.94","193.59"
"280160","Cedro de São João","SE","2010","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"1.11","11.44",,"188.19","225.83",,,"2.21","188.19"
"280160","Cedro de São João","SE","1999","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280160","Cedro de São João","SE","1998","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280190","Cumbe","SE","2004","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
"280190","Cumbe","SE","2013","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,"13.88","18.93",,"264.17","264.17",,,"4.1","264.17"
"280190","Cumbe","SE","1999","[28003000] Companhia de Saneamento de Sergipe - DESO","Água",,,,,,,,,,,,,
