"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN041_RS...Taxa.de.terceirização.dos.varredores....","IN042_RS...Taxa.de.terceirização.da.extensão.varrida....","IN043_RS...Custo.unitário.médio.do.serviço.de.varrição..prefeitura...empresas.contratadas...R..Km.","IN044_RS...Produtividade.média.dos.varredores..prefeitura...empresas.contratadas...Km.empreg.dia.","IN045_RS...Taxa.de.varredores.em.relação.à.população.urbana..empreg.1000.hab.","IN046_RS...Incidência.do.custo.do.serviço.de.varrição.no.custo.total.com.manejo.de.rsu....","IN047_RS...Incidência.de.varredores.no.total.de.empregados.no.manejo.de.rsu....","IN048_RS...Extensão.total.anual.varrida.per.capita..Km.habitante.ano.","IN051_RS...Taxa.de.capinadores.em.relação.à.população.urbana..empreg.1000.hab.","IN052_RS...Incidência.de.capinadores.no.total.empregados.no.manejo.de.rsu...."
"261580","Tupanatinga","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","1996","","",,,,,,,,,,
"261580","Tupanatinga","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","1997","","",,,,,,,,,,
"261580","Tupanatinga","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2014","[26158011] Prefeitura Municipal de Tupanatinga - PMT; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
"261580","Tupanatinga","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26158040] SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - SEAD","Água; Res Sólidos",,,,,,,,,,
"261580","Tupanatinga","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","2015","[26158011] Prefeitura Municipal de Tupanatinga - PMT; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
"261580","Tupanatinga","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26158040] SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - SEAD","Água; Res Sólidos","0",,,,"6.08",,"85.94",,"0.55","7.81"
"261580","Tupanatinga","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261580","Tupanatinga","PE","1995","","",,,,,,,,,,
"261590","Tuparetama","PE","1995","","",,,,,,,,,,
"261590","Tuparetama","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","1997","","",,,,,,,,,,
"261590","Tuparetama","PE","1996","","",,,,,,,,,,
"261590","Tuparetama","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261590","Tuparetama","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2014","[26160011] Prefeitura Municipal de Venturosa - PMV; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV","Esgoto; Água; Res Sólidos","0",,"78.19","0.53","1.58","27.47","66.67","0.26","0.18","7.41"
"261600","Venturosa","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","1997","","",,,,,,,,,,
"261600","Venturosa","PE","2012","[26160011] Prefeitura Municipal de Venturosa - PMV; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV","Esgoto; Água; Res Sólidos","0",,,,"0.92",,"50",,"0","0"
"261600","Venturosa","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV","Água; Res Sólidos","0",,,,"2.4",,"65.85",,"0.09","2.44"
"261600","Venturosa","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV","Água; Res Sólidos","0",,"26.67","1.92","0.43","13.66","45.45","0.26","0","0"
"261600","Venturosa","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","1995","","",,,,,,,,,,
"261600","Venturosa","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","1996","","",,,,,,,,,,
"261600","Venturosa","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261600","Venturosa","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161040] Prefeitura municipal de Verdejante - PE","Água; Res Sólidos",,,,,,,,,,
"261610","Verdejante","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","1996","","",,,,,,,,,,
"261610","Verdejante","PE","2014","[26161011] Prefeitura Municipal de Verdejante - PMV; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
"261610","Verdejante","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","1997","","",,,,,,,,,,
"261610","Verdejante","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","1995","","",,,,,,,,,,
"261610","Verdejante","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261610","Verdejante","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","2012","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL","Água; Res Sólidos","0",,"271.08","0.27","3.35","56.13","50","0.28","1.68","25"
"261618","Vertente do Lério","PE","1997","","",,,,,,,,,,
"261618","Vertente do Lério","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL","Água; Res Sólidos","0",,"311.83","0.37","2.21","58.75","40","0.26","1.66","30"
"261618","Vertente do Lério","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","2004","","",,,,,,,,,,
"261618","Vertente do Lério","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL","Água; Res Sólidos","0",,"322.58","0.3","2.8","59.34","41.67","0.26","1.12","16.67"
"261618","Vertente do Lério","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161811] Prefeitura Municipal de Vertente do Lério - PMVL","Água; Água e Esgoto",,,,,,,,,,
"261618","Vertente do Lério","PE","2011","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","1996","","",,,,,,,,,,
"261618","Vertente do Lério","PE","1995","","",,,,,,,,,,
"261618","Vertente do Lério","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","2005","","",,,,,,,,,,
"261618","Vertente do Lério","PE","1999","","",,,,,,,,,,
"261618","Vertente do Lério","PE","2008","[26161811] Prefeitura Municipal de Vertente do Lério - PMVL","Água e Esgoto",,,,,,,,,,
"261618","Vertente do Lério","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL","Água; Res Sólidos","0",,"307.37","0.3","2.78","58.4","41.67","0.26","1.11","16.67"
"261618","Vertente do Lério","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261618","Vertente do Lério","PE","2006","[26161811] Prefeitura Municipal de Vertente do Lério - PMVL","Água e Esgoto",,,,,,,,,,
"261618","Vertente do Lério","PE","2007","[26161811] Prefeitura Municipal de Vertente do Lério - PMVL","Água e Esgoto",,,,,,,,,,
"261620","Vertentes","PE","2005","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2006","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2000","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","1995","","",,,,,,,,,,
"261620","Vertentes","PE","1999","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2007","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2003","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","1996","","",,,,,,,,,,
"261620","Vertentes","PE","2002","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2001","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2004","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","1998","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2013","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV","Água; Res Sólidos","0",,,,"1.01",,"38.89",,"0.58","22.22"
"261620","Vertentes","PE","2009","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","2012","[26162011] Prefeitura Municipal de Vertentes - PMV; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",,,,,,,,,,
"261620","Vertentes","PE","2008","[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",,,,,,,,,,
"261620","Vertentes","PE","1997","","",,,,,,,,,,
"261620","Vertentes","PE","2014","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV","Água; Res Sólidos","0",,,,"1",,"36.84",,"0.57","21.05"
"261620","Vertentes","PE","2015","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV","Água; Res Sólidos",,"0",,,,,,"0.02",,
"261620","Vertentes","PE","2011","[26162011] Prefeitura Municipal de Vertentes - PMV; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV","Esgoto; Água; Res Sólidos",,,,,,,,,,
"261620","Vertentes","PE","2010","[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26162040] Prefeitura Municipal de Vertentes - PMV","Água; Res Sólidos","66.67",,,,"1.39",,"52.94",,"0.31","11.76"
"270010","Água Branca","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","1998","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","1997","","",,,,,,,,,,
"270010","Água Branca","AL","1995","","",,,,,,,,,,
"270010","Água Branca","AL","1999","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2011","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2009","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","1996","","",,,,,,,,,,
"270010","Água Branca","AL","2003","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2013","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2000","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2008","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2012","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2004","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2005","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2015","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27001040] Prefeitura Municipal de Água Branca - PMAB","Água; Res Sólidos","100",,,,"4.65","8.83","59.52",,"0.37","4.76"
"270010","Água Branca","AL","2006","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2014","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27001040] Prefeitura Municipal de Água Branca - PMÁB","Água; Res Sólidos","100",,,,"2.95","55.06","42.11",,"0.37","5.26"
"270010","Água Branca","AL","2007","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2002","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270010","Água Branca","AL","2001","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270030","Arapiraca","AL","1996","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270030","Arapiraca","AL","2004","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos","11.86","0",,"2.85","1.2",,,,,
"270030","Arapiraca","AL","2001","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270030","Arapiraca","AL","1999","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270030","Arapiraca","AL","2000","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270030","Arapiraca","AL","2003","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos","0",,,,"1.1",,"42.72",,"0.7","27.41"
"270030","Arapiraca","AL","2002","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos",,,,"0.95","0.83",,"32.33",,"0.5","19.9"
"270030","Arapiraca","AL","2006","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos","0","0","5.9","3.62","1.26","51.49","57.1",,"0.16","7.38"
"270030","Arapiraca","AL","1997","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270030","Arapiraca","AL","1998","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água e Esgoto",,,,,,,,,,
"270030","Arapiraca","AL","2011","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos","0",,,"3.86","0.73",,"45.73","0.88","0.11","6.83"
"270030","Arapiraca","AL","2009","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos",,"0","9.57",,,"51.19",,"1.18",,
"270030","Arapiraca","AL","2014","[27003011] Prefeitura Municipal de Arapiraca - PMA; [27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Esgoto; Água; Res Sólidos","68.6",,,,"0.62","25.33","42.01",,"0.45","30.21"
"270030","Arapiraca","AL","2005","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos","0","0","6.81","2.91","1.22","50.45","62.31",,"0.15","7.79"
"270030","Arapiraca","AL","2012","[27003011] Prefeitura Municipal de Arapiraca - PMA; [27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Esgoto; Água; Res Sólidos","0",,,"3.99","0.69",,"73.14","0.86","0.08","8"
"270030","Arapiraca","AL","2015","[27003011] Prefeitura Municipal de Arapiraca - PMA; [27043000] Companhia de Saneamento de Alagoas - CASAL","Esgoto; Água",,,,,,,,,,
"270030","Arapiraca","AL","1995","","",,,,,,,,,,
"270030","Arapiraca","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos",,"0","8.42",,,"51.08",,"1.38",,
"270030","Arapiraca","AL","2008","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos","0","0","7.36","4.44","1.01","53","53.12",,"0.15","7.81"
"270030","Arapiraca","AL","2013","[27003011] Prefeitura Municipal de Arapiraca - PMA; [27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Esgoto; Água; Res Sólidos","0",,,,"0.66",,"73.14",,"0.07","8"
"270030","Arapiraca","AL","2007","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27003040] Prefeitura Municipal de Arapiraca - PMA","Água; Res Sólidos","0","0","5.9",,"1.28",,,,,
"270070","Batalha","AL","1998","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2008","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2003","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2012","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27007040] Prefeitura Municipal de Batalha - PMB","Água; Res Sólidos","0",,,,"1.63","54.55","34.48",,"0.81","17.24"
"270070","Batalha","AL","2007","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2006","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","1997","","",,,,,,,,,,
"270070","Batalha","AL","1995","","",,,,,,,,,,
"270070","Batalha","AL","2009","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2014","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27007040] Prefeitura Municipal de Batalha - PMB","Água e Esgoto; Res Sólidos","0",,,"1.45","1.7",,"95.65","0.77","0","0"
"270070","Batalha","AL","2011","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2013","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27007040] Prefeitura Municipal de Batalha - PMB","Água e Esgoto; Res Sólidos",,,,,"0","22.79","0",,"0.16","33.33"
"270070","Batalha","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2015","[27043000] Companhia de Saneamento de Alagoas - CASAL; [27007040] Prefeitura Municipal de Batalha - PMB","Água e Esgoto; Res Sólidos",,,"22",,,"63.58",,"0.38",,
"270070","Batalha","AL","1996","","",,,,,,,,,,
"270070","Batalha","AL","2002","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2004","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2000","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2001","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","2005","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270070","Batalha","AL","1999","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2006","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","1997","","",,,,,,,,,,
"270090","Belo Monte","AL","2014","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2013","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2007","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","1998","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","1996","","",,,,,,,,,,
"270090","Belo Monte","AL","1999","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","1995","","",,,,,,,,,,
"270090","Belo Monte","AL","2001","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2011","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2012","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2004","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2005","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2008","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2002","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2015","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2000","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2009","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270090","Belo Monte","AL","2003","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
"270120","Cacimbinhas","AL","2010","[27043000] Companhia de Saneamento de Alagoas - CASAL","Água",,,,,,,,,,
